date,equity,cash,stock_val,etf_val
2021-07-29,1298001.2494411576,93587.27406802337,1204413.9753731342,0.0
2021-07-30,1250923.9554113068,93587.27406802337,1157336.6813432835,0.0
2021-08-02,1328945.546456083,93587.27406802337,1235358.2723880596,0.0
2021-08-03,1352211.1983777937,601716.1983777935,750495.0,0.0
2021-08-04,1352706.1983777937,601716.1983777935,750990.0,0.0
2021-08-05,1344450.9411617937,821959.9411617935,522491.0,0.0
2021-08-06,1341759.9411617937,821959.9411617935,519800.0,0.0
2021-08-09,1350982.9411617937,821959.9411617935,529023.0,0.0
2021-08-10,1394429.9411617937,821959.9411617935,572470.0,0.0
2021-08-11,1388219.9411617937,821959.9411617935,566260.0,0.0
2021-08-12,1369175.9411617937,821959.9411617935,547216.0,0.0
2021-08-13,1375799.9411617937,821959.9411617935,553840.0,0.0
2021-08-16,1375569.9411617937,821959.9411617935,553610.0,0.0
2021-08-17,1346193.9750657936,431988.9750657936,914205.0,0.0
2021-08-18,1357196.9750657936,431988.9750657936,925208.0,0.0
2021-08-19,1358475.9750657936,431988.9750657936,926487.0,0.0
2021-08-20,1320606.9750657936,431988.9750657936,888618.0,0.0
2021-08-23,1336092.2316017936,246004.2316017936,1090088.0,0.0
2021-08-24,1357124.2316017936,246004.2316017936,1111120.0,0.0
2021-08-25,1379424.2316017936,246004.2316017936,1133420.0,0.0
2021-08-26,1343068.2316017936,246004.2316017936,1097064.0,0.0
2021-08-27,1342800.2316017936,246004.2316017936,1096796.0,0.0
2021-08-30,1353250.3805377935,488754.3805377936,864496.0,0.0
2021-08-31,1332110.3805377935,488754.3805377936,843356.0,0.0
2021-09-01,1348910.3805377935,488754.3805377936,860156.0,0.0
2021-09-02,1330090.3805377935,488754.3805377936,841336.0,0.0
2021-09-03,1342202.3805377935,488754.3805377936,853448.0,0.0
2021-09-06,1371866.3805377935,488754.3805377936,883112.0,0.0
2021-09-07,1372662.3805377935,488754.3805377936,883908.0,0.0
2021-09-08,1354658.3805377935,488754.3805377936,865904.0,0.0
2021-09-09,1355090.3805377935,488754.3805377936,866336.0,0.0
2021-09-10,1373434.3805377935,488754.3805377936,884680.0,0.0
2021-09-13,1354802.3805377935,488754.3805377936,866048.0,0.0
2021-09-14,1360483.1664177936,702147.1664177936,658336.0,0.0
2021-09-15,1337347.1664177936,702147.1664177936,635200.0,0.0
2021-09-16,1332547.1664177936,702147.1664177936,630400.0,0.0
2021-09-17,1354090.1554577937,505900.1554577936,848190.0,0.0
2021-09-22,1320406.1554577937,505900.1554577936,814506.0,0.0
2021-09-23,1317701.0485937935,310823.04859379365,1006878.0,0.0
2021-09-24,1340531.0485937935,310823.04859379365,1029708.0,0.0
2021-09-27,1395465.4864097936,1222341.4864097936,173124.0,0.0
