round_id,ts_code,name,direction,date,raw_price,adj_factor,adj_price,shares,amount,commission,transfer_fee,stamp,total_fee,level,action
601899.SH|2022-09-27,601899.SH,紫金矿业,买入,2022-09-27,7.718,2.0468,15.7972,25900,199896.2,49.97,2.0,0.0,51.97,1.0,INITIAL_ENTRY
601899.SH|2022-09-27,601899.SH,紫金矿业,买入,2022-09-29,7.658,2.0468,15.6744,26100,199873.8,49.97,2.0,0.0,51.97,2.0,ADD_POSITION
300274.SZ|2022-09-01,300274.SZ,阳光电源,卖出,2022-10-12,124.925,6.7919,848.4781,2800,349790.0,87.45,3.5,349.79,440.74,2.0,TAKE_PROFIT_DYN
600519.SH|2022-10-13,600519.SH,贵州茅台,买入,2022-10-13,1722.18,7.5546,13010.381,100,172218.0,43.05,1.72,0.0,44.78,1.0,INITIAL_ENTRY
600519.SH|2022-10-13,600519.SH,贵州茅台,买入,2022-10-20,1622.621,7.5546,12258.2526,100,162262.1,40.57,1.62,0.0,42.19,2.0,ADD_POSITION
601899.SH|2022-09-27,601899.SH,紫金矿业,卖出,2022-10-28,8.232,2.0468,16.8493,52000,428064.0,107.02,4.28,428.06,539.36,2.0,TAKE_PROFIT_DYN
002594.SZ|2022-07-13,002594.SZ,比亚迪,买入,2022-10-31,237.737,1.0203,242.5631,800,190189.6,47.55,1.9,0.0,49.45,5.0,ADD_POSITION
300750.SZ|2022-10-31,300750.SZ,宁德时代,买入,2022-10-31,360.36,1.0055,362.342,500,180180.0,45.05,1.8,0.0,46.85,1.0,INITIAL_ENTRY
002594.SZ|2022-07-13,002594.SZ,比亚迪,卖出,2022-11-04,278.212,1.0203,283.8597,3400,945920.8,236.48,9.46,945.92,1191.86,5.0,TAKE_PROFIT_DYN
002241.SZ|2022-11-14,002241.SZ,歌尔股份,买入,2022-11-14,16.877,23.227,392.0021,11800,199148.6,49.79,1.99,0.0,51.78,1.0,INITIAL_ENTRY
600519.SH|2022-10-13,600519.SH,贵州茅台,卖出,2022-12-01,1658.34,7.5546,12528.0954,200,331668.0,82.92,3.32,331.67,417.9,2.0,TAKE_PROFIT_DYN
300274.SZ|2022-12-07,300274.SZ,阳光电源,买入,2022-12-07,104.204,6.7919,707.7431,1900,197987.6,49.5,1.98,0.0,51.48,1.0,INITIAL_ENTRY
300750.SZ|2022-10-31,300750.SZ,宁德时代,卖出,2022-12-07,406.333,1.0055,408.5678,500,203166.5,50.79,2.03,203.17,255.99,1.0,TAKE_PROFIT_DYN
300274.SZ|2022-12-07,300274.SZ,阳光电源,买入,2022-12-14,101.091,6.7919,686.6,1900,192072.9,48.02,1.92,0.0,49.94,2.0,ADD_POSITION
