stop_pct,sample,year,n,mean,median,win_rate,pf,p5,trig_rate,net_stop_value
-30.0,PRIMARY,2020,33,6.288313223609536,5.218510332201447,87.87878787878788,3.847215419852428,-8.29017129144703,6.0606060606060606,-76476.83028636017
-30.0,PRIMARY,2021,58,4.381278998951807,5.283699429935071,74.13793103448276,0.9549964032209991,-18.11457026718063,13.793103448275861,403.69930976751493
-30.0,PRIMARY,2022,59,3.261714890106874,3.5450375895839463,69.49152542372882,0.9168303782484536,-21.13811456790503,10.16949152542373,-768487.6205771923
-30.0,PRIMARY,2023,45,-0.6085883809148382,2.808164916171326,62.22222222222222,0.4491818249876619,-21.962416232612405,20.0,-870167.76527325
-30.0,PRIMARY,2024,50,6.275727955928362,6.405456947530031,80.0,3.0802178540828424,-9.66366077092364,4.0,-23241.141933470717
-30.0,PRIMARY,2025,34,6.182026115026144,4.860867341853121,82.35294117647058,1.9787922579857493,-14.620165073676164,8.823529411764707,-417080.4417755006
-30.0,PRIMARY,2026,20,0.23919649377930643,1.4133863710598358,55.00000000000001,0.9279419327832821,-25.6843430095722,10.0,-60182.68164323962
-30.0,SECONDARY,2020,8963,3.883262439657354,4.5654118217291355,75.34307709472276,1.174748142284933,-17.6655740315802,7.374762914202834,-37787938.44033142
-30.0,SECONDARY,2021,10532,5.578507940874601,5.671089557638211,81.1811621724269,2.1557410048263104,-11.479970669564734,4.529054310672237,-17580072.884750776
-30.0,SECONDARY,2022,15514,4.92783793683037,6.011518971393778,78.75467319840145,1.368059106183589,-20.19773870437376,9.301276266597911,-114516483.4149521
-30.0,SECONDARY,2023,15487,1.4720743003755028,4.31389326556622,71.49221928068702,0.6030271483140442,-24.366863207530404,13.643701168722156,-251297432.84995097
-30.0,SECONDARY,2024,13576,3.1864342818579123,4.522249390781218,67.1184443134944,0.8468389786748619,-21.625042491100416,13.899528579846788,-301086467.18156457
-30.0,SECONDARY,2025,14728,7.888551424193122,6.768818447001223,87.9956545355785,6.329274120912287,-3.3169649983260916,1.6363389462248776,-22978434.0990372
-30.0,SECONDARY,2026,10246,1.516341572240284,2.8801885354213113,61.585008783915676,0.6251494047412551,-23.402049894844012,14.727698614093304,-79969523.123197
-35.0,PRIMARY,2020,33,6.657506193759602,5.218510332201447,87.87878787878788,5.971356021385775,-3.4168240854661613,3.0303030303030303,-3426.2460806699364
-35.0,PRIMARY,2021,58,4.474217166130804,5.403603499759667,75.86206896551724,0.9570048749141986,-23.094191926537416,10.344827586206897,-2046.8478539504285
-35.0,PRIMARY,2022,59,4.574607811455274,4.74708231806275,71.1864406779661,1.459797825022649,-9.202216985053264,3.389830508474576,-99781.42220938526
-35.0,PRIMARY,2023,45,0.6793553920290136,3.358107895598216,66.66666666666666,0.6407899732434613,-17.955612116720765,8.88888888888889,-406821.9981256811
-35.0,PRIMARY,2024,50,6.060846287421658,6.405456947530031,80.0,2.6146337123955883,-9.66366077092364,4.0,-107455.09367832812
-35.0,PRIMARY,2025,34,7.806514004496658,5.364355292224216,85.29411764705883,3.385291620864092,-3.8910739388551403,2.941176470588235,-200624.66407191928
