con_code,industry_code,industry_name,in_date,out_date,in_dt,out_dt
000560.SZ,801200.SI,商贸零售,19940202,20190705,1994-02-02,2019-07-05
000564.SZ,801200.SI,商贸零售,19940110,20211230,1994-01-10,2021-12-30
000564.SZ,801200.SI,商贸零售,20220104,,2022-01-04,
000586.SZ,801200.SI,商贸零售,19951220,20040701,1995-12-20,2004-07-01
000593.SZ,801200.SI,商贸零售,19960312,20070702,1996-03-12,2007-07-02
000611.SZ,801200.SI,商贸零售,19961008,20061009,1996-10-08,2006-10-09
000611.SZ,801200.SI,商贸零售,20140702,20150630,2014-07-02,2015-06-30
000626.SZ,801200.SI,商贸零售,20111010,20211210,2011-10-10,2021-12-10
000679.SZ,801200.SI,商贸零售,19970124,20150630,1997-01-24,2015-06-30
000679.SZ,801200.SI,商贸零售,20160701,20180823,2016-07-01,2018-08-23
000679.SZ,801200.SI,商贸零售,20211213,,2021-12-13,
000685.SZ,801200.SI,商贸零售,19970123,20090601,1997-01-23,2009-06-01
000701.SZ,801200.SI,商贸零售,20260702,,2026-07-02,
000715.SZ,801200.SI,商贸零售,19970508,,1997-05-08,
000753.SZ,801200.SI,商贸零售,20090602,20150630,2009-06-02,2015-06-30
000759.SZ,801200.SI,商贸零售,19970519,20040604,1997-05-19,2004-06-04
000759.SZ,801200.SI,商贸零售,20050104,,2005-01-04,
000785.SZ,801200.SI,商贸零售,19970711,20040604,1997-07-11,2004-06-04
000785.SZ,801200.SI,商贸零售,20040810,,2004-08-10,
000796.SZ,801200.SI,商贸零售,19970703,20110930,1997-07-03,2011-09-30
000829.SZ,801200.SI,商贸零售,20061010,,2006-10-10,
000861.SZ,801200.SI,商贸零售,20120702,20240913,2012-07-02,2024-09-13
000882.SZ,801200.SI,商贸零售,19980616,,1998-06-16,
000889.SZ,801200.SI,商贸零售,20070702,20160630,2007-07-02,2016-06-30
000906.SZ,801200.SI,商贸零售,20170703,20210615,2017-07-03,2021-06-15
000987.SZ,801200.SI,商贸零售,20000718,20170630,2000-07-18,2017-06-30
002024.SZ,801200.SI,商贸零售,20040810,,2004-08-10,
002072.SZ,801200.SI,商贸零售,20230706,,2023-07-06,
002091.SZ,801200.SI,商贸零售,20070703,,2007-07-03,
002094.SZ,801200.SI,商贸零售,20170703,20180713,2017-07-03,2018-07-13
002102.SZ,801200.SI,商贸零售,20140702,20160630,2014-07-02,2016-06-30
002127.SZ,801200.SI,商贸零售,20170703,,2017-07-03,
002177.SZ,801200.SI,商贸零售,20260702,,2026-07-02,
002183.SZ,801200.SI,商贸零售,20240731,,2024-07-31,
002187.SZ,801200.SI,商贸零售,20071130,,2007-11-30,
002251.SZ,801200.SI,商贸零售,20080627,20240801,2008-06-27,2024-08-01
002251.SZ,801200.SI,商贸零售,20240805,,2024-08-05,
002264.SZ,801200.SI,商贸零售,20080808,20231208,2008-08-08,2023-12-08
002277.SZ,801200.SI,商贸零售,20090727,,2009-07-27,
002280.SZ,801200.SI,商贸零售,20211213,20240815,2021-12-13,2024-08-15
002315.SZ,801200.SI,商贸零售,20211213,,2021-12-13,
002336.SZ,801200.SI,商贸零售,20100121,20250612,2010-01-21,2025-06-12
002344.SZ,801200.SI,商贸零售,20100203,,2010-02-03,
002356.SZ,801200.SI,商贸零售,20211213,20211231,2021-12-13,2021-12-31
002356.SZ,801200.SI,商贸零售,20220105,,2022-01-05,
002416.SZ,801200.SI,商贸零售,20100607,,2010-06-07,
002419.SZ,801200.SI,商贸零售,20100609,,2010-06-09,
002499.SZ,801200.SI,商贸零售,20220801,20230324,2022-08-01,2023-03-24
002505.SZ,801200.SI,商贸零售,20190708,20211210,2019-07-08,2021-12-10
002556.SZ,801200.SI,商贸零售,20110310,20110930,2011-03-10,2011-09-30
002561.SZ,801200.SI,商贸零售,20110311,,2011-03-11,
002640.SZ,801200.SI,商贸零售,20170703,,2017-07-03,
002697.SZ,801200.SI,商贸零售,20120912,,2012-09-12,
002803.SZ,801200.SI,商贸零售,20211213,,2021-12-13,
002818.SZ,801200.SI,商贸零售,20161116,,2016-11-16,
003010.SZ,801200.SI,商贸零售,20211213,,2021-12-13,
300022.SZ,801200.SI,商贸零售,20091109,,2009-11-09,
300178.SZ,801200.SI,商贸零售,20110223,20120928,2011-02-23,2012-09-28
300413.SZ,801200.SI,商贸零售,20150128,20190705,2015-01-28,2019-07-05
300464.SZ,801200.SI,商贸零售,20211213,,2021-12-13,
300518.SZ,801200.SI,商贸零售,20220801,,2022-08-01,
300592.SZ,801200.SI,商贸零售,20220712,,2022-07-12,
300622.SZ,801200.SI,商贸零售,20170322,,2017-03-22,
300755.SZ,801200.SI,商贸零售,20190212,,2019-02-12,
300792.SZ,801200.SI,商贸零售,20211213,,2021-12-13,
300892.SZ,801200.SI,商贸零售,20211213,20220729,2021-12-13,2022-07-29
300947.SZ,801200.SI,商贸零售,20210224,,2021-02-24,
300972.SZ,801200.SI,商贸零售,20260306,,2026-03-06,
301001.SZ,801200.SI,商贸零售,20211213,,2021-12-13,
301078.SZ,801200.SI,商贸零售,20211021,,2021-10-21,
301110.SZ,801200.SI,商贸零售,20220318,,2022-03-18,
301381.SZ,801200.SI,商贸零售,20230719,,2023-07-19,
301558.SZ,801200.SI,商贸零售,20231013,,2023-10-13,
600056.SH,801200.SI,商贸零售,19970515,20140701,1997-05-15,2014-07-01
600058.SH,801200.SI,商贸零售,19970528,,1997-05-28,
600082.SH,801200.SI,商贸零售,20140702,20170630,2014-07-02,2017-06-30
600084.SH,801200.SI,商贸零售,19970711,20070702,1997-07-11,2007-07-02
600109.SH,801200.SI,商贸零售,19970807,20070702,1997-08-07,2007-07-02
600113.SH,801200.SI,商贸零售,20180716,,2018-07-16,
600120.SH,801200.SI,商贸零售,19971201,20190705,1997-12-01,2019-07-05
600122.SH,801200.SI,商贸零售,20070703,20230621,2007-07-03,2023-06-21
600128.SH,801200.SI,商贸零售,19970901,20170630,1997-09-01,2017-06-30
600128.SH,801200.SI,商贸零售,20211213,,2021-12-13,
600145.SH,801200.SI,商贸零售,20190708,20220329,2019-07-08,2022-03-29
600153.SH,801200.SI,商贸零售,19980616,20120629,1998-06-16,2012-06-29
600162.SH,801200.SI,商贸零售,20061010,20110930,2006-10-10,2011-09-30
600185.SH,801200.SI,商贸零售,20260306,,2026-03-06,
600234.SH,801200.SI,商贸零售,20000615,20110930,2000-06-15,2011-09-30
600241.SH,801200.SI,商贸零售,20001128,20190705,2000-11-28,2019-07-05
600247.SH,801200.SI,商贸零售,20090602,20210319,2009-06-02,2021-03-19
600250.SH,801200.SI,商贸零售,20010306,20260701,2001-03-06,2026-07-01
600278.SH,801200.SI,商贸零售,20000712,,2000-07-12,
600280.SH,801200.SI,商贸零售,20000926,,2000-09-26,
600287.SH,801200.SI,商贸零售,20000901,,2000-09-01,
600301.SH,801200.SI,商贸零售,20190708,20220729,2019-07-08,2022-07-29
600306.SH,801200.SI,商贸零售,20001226,20231225,2000-12-26,2023-12-25
600306.SH,801200.SI,商贸零售,20231227,20240528,2023-12-27,2024-05-28
600327.SH,801200.SI,商贸零售,20020625,20170630,2002-06-25,2017-06-30
600327.SH,801200.SI,商贸零售,20230706,,2023-07-06,
600361.SH,801200.SI,商贸零售,20011129,20230705,2001-11-29,2023-07-05
600365.SH,801200.SI,商贸零售,20220801,,2022-08-01,
600415.SH,801200.SI,商贸零售,20020509,,2002-05-09,
600500.SH,801200.SI,商贸零售,20000301,20140220,2000-03-01,2014-02-20
600515.SH,801200.SI,商贸零售,20020806,20170630,2002-08-06,2017-06-30
600539.SH,801200.SI,商贸零售,20220801,,2022-08-01,
600605.SH,801200.SI,商贸零售,20061010,,2006-10-10,
600608.SH,801200.SI,商贸零售,20180716,20260605,2018-07-16,2026-06-05
600616.SH,801200.SI,商贸零售,19920929,20050630,1992-09-29,2005-06-30
600626.SH,801200.SI,商贸零售,20180716,20190705,2018-07-16,2019-07-05
600628.SH,801200.SI,商贸零售,19930119,,1993-01-19,
600631.SH,801200.SI,商贸零售,19930219,20110822,1993-02-19,2011-08-22
600632.SH,801200.SI,商贸零售,19930219,20041118,1993-02-19,2004-11-18
600655.SH,801200.SI,商贸零售,19920902,,1992-09-02,
600682.SH,801200.SI,商贸零售,19931018,20200610,1993-10-18,2020-06-10
600683.SH,801200.SI,商贸零售,19931025,20110930,1993-10-25,2011-09-30
600693.SH,801200.SI,商贸零售,19931122,,1993-11-22,
600694.SH,801200.SI,商贸零售,19931122,,1993-11-22,
600697.SH,801200.SI,商贸零售,19931206,,1993-12-06,
600704.SH,801200.SI,商贸零售,19960606,20170630,1996-06-06,2017-06-30
600710.SH,801200.SI,商贸零售,20180716,,2018-07-16,
600712.SH,801200.SI,商贸零售,19960626,,1996-06-26,
600721.SH,801200.SI,商贸零售,19960626,20080602,1996-06-26,2008-06-02
600723.SH,801200.SI,商贸零售,19960716,20211021,1996-07-16,2021-10-21
600729.SH,801200.SI,商贸零售,19960702,,1996-07-02,
600735.SH,801200.SI,商贸零售,20111010,20190705,2011-10-10,2019-07-05
600738.SH,801200.SI,商贸零售,19960802,,1996-08-02,
600739.SH,801200.SI,商贸零售,19960819,20070702,1996-08-19,2007-07-02
600739.SH,801200.SI,商贸零售,20140702,20190705,2014-07-02,2019-07-05
600753.SH,801200.SI,商贸零售,20180716,20211210,2018-07-16,2021-12-10
600755.SH,801200.SI,商贸零售,19961003,20211210,1996-10-03,2021-12-10
600766.SH,801200.SI,商贸零售,19961028,20070702,1996-10-28,2007-07-02
600773.SH,801200.SI,商贸零售,19961108,20070702,1996-11-08,2007-07-02
600774.SH,801200.SI,商贸零售,19961108,20220729,1996-11-08,2022-07-29
600778.SH,801200.SI,商贸零售,19961203,,1996-12-03,
600785.SH,801200.SI,商贸零售,19970108,,1997-01-08,
600790.SH,801200.SI,商贸零售,20070703,,2007-07-03,
600807.SH,801200.SI,商贸零售,19940103,20070702,1994-01-03,2007-07-02
600811.SH,801200.SI,商贸零售,20220801,20250429,2022-08-01,2025-04-29
600814.SH,801200.SI,商贸零售,19940114,,1994-01-14,
600821.SH,801200.SI,商贸零售,19940128,20220729,1994-01-28,2022-07-29
600822.SH,801200.SI,商贸零售,19940204,20211210,1994-02-04,2021-12-10
600824.SH,801200.SI,商贸零售,19940204,20190705,1994-02-04,2019-07-05
600824.SH,801200.SI,商贸零售,20211213,,2021-12-13,
600825.SH,801200.SI,商贸零售,19940204,20061009,1994-02-04,2006-10-09
600826.SH,801200.SI,商贸零售,19940204,20211210,1994-02-04,2021-12-10
600827.SH,801200.SI,商贸零售,19940204,,1994-02-04,
600828.SH,801200.SI,商贸零售,19940224,,1994-02-24,
600830.SH,801200.SI,商贸零售,19940224,20080602,1994-02-24,2008-06-02
600837.SH,801200.SI,商贸零售,20051010,20070702,2005-10-10,2007-07-02
600838.SH,801200.SI,商贸零售,19940224,,1994-02-24,
600856.SH,801200.SI,商贸零售,19940425,20150630,1994-04-25,2015-06-30
600856.SH,801200.SI,商贸零售,20151103,20160218,2015-11-03,2016-02-18
600857.SH,801200.SI,商贸零售,20090602,,2009-06-02,
600858.SH,801200.SI,商贸零售,20051010,,2005-10-10,
600859.SH,801200.SI,商贸零售,19940506,20211101,1994-05-06,2021-11-01
600859.SH,801200.SI,商贸零售,20211103,,2021-11-03,
600861.SH,801200.SI,商贸零售,19940520,20240730,1994-05-20,2024-07-30
600865.SH,801200.SI,商贸零售,19940809,,1994-08-09,
600870.SH,801200.SI,商贸零售,20190708,20220601,2019-07-08,2022-06-01
600891.SH,801200.SI,商贸零售,19960325,20180713,1996-03-25,2018-07-13
600898.SH,801200.SI,商贸零售,20040810,20100525,2004-08-10,2010-05-25
600898.SH,801200.SI,商贸零售,20110726,20211210,2011-07-26,2021-12-10
600981.SH,801200.SI,商贸零售,20040630,,2004-06-30,
601010.SH,801200.SI,商贸零售,20110613,,2011-06-13,
601028.SH,801200.SI,商贸零售,20211213,20240730,2021-12-13,2024-07-30
601061.SH,801200.SI,商贸零售,20230417,,2023-04-17,
601086.SH,801200.SI,商贸零售,20171013,,2017-10-13,
601113.SH,801200.SI,商贸零售,20190708,20250812,2019-07-08,2025-08-12
601116.SH,801200.SI,商贸零售,20110310,,2011-03-10,
601366.SH,801200.SI,商贸零售,20170419,,2017-04-19,
601828.SH,801200.SI,商贸零售,20180124,,2018-01-24,
601888.SH,801200.SI,商贸零售,20211213,,2021-12-13,
601933.SH,801200.SI,商贸零售,20101223,,2010-12-23,
603031.SH,801200.SI,商贸零售,20181226,20230705,2018-12-26,2023-07-05
603101.SH,801200.SI,商贸零售,20160513,,2016-05-13,
603123.SH,801200.SI,商贸零售,20120510,,2012-05-10,
603214.SH,801200.SI,商贸零售,20180410,,2018-04-10,
603613.SH,801200.SI,商贸零售,20211213,,2021-12-13,
603682.SH,801200.SI,商贸零售,20200428,,2020-04-28,
603708.SH,801200.SI,商贸零售,20161220,,2016-12-20,
603900.SH,801200.SI,商贸零售,20161130,20211210,2016-11-30,2021-12-10
603977.SH,801200.SI,商贸零售,20161118,20180713,2016-11-18,2018-07-13
605136.SH,801200.SI,商贸零售,20211213,,2021-12-13,
605188.SH,801200.SI,商贸零售,20200804,,2020-08-04,
000007.SZ,801210.SI,社会服务,20090602,20120928,2009-06-02,2012-09-28
000007.SZ,801210.SI,社会服务,20140702,20170630,2014-07-02,2017-06-30
000008.SZ,801210.SI,社会服务,20130701,20150630,2013-07-01,2015-06-30
000033.SZ,801210.SI,社会服务,19940103,20150520,1994-01-03,2015-05-20
000069.SZ,801210.SI,社会服务,19970910,20080602,1997-09-10,2008-06-02
000428.SZ,801210.SI,社会服务,19960808,,1996-08-08,
000430.SZ,801210.SI,社会服务,19960829,20251226,1996-08-29,2025-12-26
000430.SZ,801210.SI,社会服务,20251230,,2025-12-30,
000524.SZ,801210.SI,社会服务,19931118,,1993-11-18,
000526.SZ,801210.SI,社会服务,20211213,,2021-12-13,
000558.SZ,801210.SI,社会服务,20250310,,2025-03-10,
000600.SZ,801210.SI,社会服务,19960606,20070702,1996-06-06,2007-07-02
000610.SZ,801210.SI,社会服务,19960926,,1996-09-26,
000613.SZ,801210.SI,社会服务,19970128,20220607,1997-01-28,2022-06-07
000691.SZ,801210.SI,社会服务,19970228,20070702,1997-02-28,2007-07-02
000711.SZ,801210.SI,社会服务,19970411,20070702,1997-04-11,2007-07-02
000721.SZ,801210.SI,社会服务,19970430,,1997-04-30,
000796.SZ,801210.SI,社会服务,20160701,20231219,2016-07-01,2023-12-19
000796.SZ,801210.SI,社会服务,20231221,,2023-12-21,
000802.SZ,801210.SI,社会服务,20070703,20150630,2007-07-03,2015-06-30
000802.SZ,801210.SI,社会服务,20151028,20160630,2015-10-28,2016-06-30
000863.SZ,801210.SI,社会服务,20170602,20190705,2017-06-02,2019-07-05
000888.SZ,801210.SI,社会服务,19971021,,1997-10-21,
000975.SZ,801210.SI,社会服务,20111010,20120928,2011-10-10,2012-09-28
000978.SZ,801210.SI,社会服务,20000518,,2000-05-18,
002033.SZ,801210.SI,社会服务,20040825,,2004-08-25,
002057.SZ,801210.SI,社会服务,20230706,,2023-07-06,
002059.SZ,801210.SI,社会服务,20060831,20100601,2006-08-31,2010-06-01
002059.SZ,801210.SI,社会服务,20130701,,2013-07-01,
002091.SZ,801210.SI,社会服务,20061218,20070702,2006-12-18,2007-07-02
002093.SZ,801210.SI,社会服务,20240731,,2024-07-31,
002159.SZ,801210.SI,社会服务,20070827,,2007-08-27,
002186.SZ,801210.SI,社会服务,20071128,,2007-11-28,
002243.SZ,801210.SI,社会服务,20250813,,2025-08-13,
002261.SZ,801210.SI,社会服务,20211213,20220124,2021-12-13,2022-01-24
002306.SZ,801210.SI,社会服务,20091119,20220729,2009-11-19,2022-07-29
002306.SZ,801210.SI,社会服务,20230706,,2023-07-06,
002377.SZ,801210.SI,社会服务,20180716,20190705,2018-07-16,2019-07-05
002558.SZ,801210.SI,社会服务,20110310,20170601,2011-03-10,2017-06-01
002607.SZ,801210.SI,社会服务,20211213,,2021-12-13,
002621.SZ,801210.SI,社会服务,20211213,20240802,2021-12-13,2024-08-02
002627.SZ,801210.SI,社会服务,20250929,,2025-09-29,
002638.SZ,801210.SI,社会服务,20211213,20240730,2021-12-13,2024-07-30
002659.SZ,801210.SI,社会服务,20211213,,2021-12-13,
002707.SZ,801210.SI,社会服务,20140207,,2014-02-07,
002751.SZ,801210.SI,社会服务,20211213,20230619,2021-12-13,2023-06-19
002841.SZ,801210.SI,社会服务,20211213,20220729,2021-12-13,2022-07-29
002858.SZ,801210.SI,社会服务,20211213,,2021-12-13,
002878.SZ,801210.SI,社会服务,20211213,20220729,2021-12-13,2022-07-29
002967.SZ,801210.SI,社会服务,20211213,,2021-12-13,
003008.SZ,801210.SI,社会服务,20211213,,2021-12-13,
003032.SZ,801210.SI,社会服务,20211213,,2021-12-13,
300010.SZ,801210.SI,社会服务,20211213,20231226,2021-12-13,2023-12-26
300010.SZ,801210.SI,社会服务,20231228,,2023-12-28,
300012.SZ,801210.SI,社会服务,20211213,,2021-12-13,
300050.SZ,801210.SI,社会服务,20260702,,2026-07-02,
300089.SZ,801210.SI,社会服务,20211213,20230619,2021-12-13,2023-06-19
300144.SZ,801210.SI,社会服务,20101217,,2010-12-17,
300178.SZ,801210.SI,社会服务,20121008,20220530,2012-10-08,2022-05-30
300192.SZ,801210.SI,社会服务,20211213,,2021-12-13,
300215.SZ,801210.SI,社会服务,20211213,,2021-12-13,
300282.SZ,801210.SI,社会服务,20211213,20240626,2021-12-13,2024-06-26
300338.SZ,801210.SI,社会服务,20211213,,2021-12-13,
300359.SZ,801210.SI,社会服务,20211213,,2021-12-13,
300416.SZ,801210.SI,社会服务,20220801,,2022-08-01,
300492.SZ,801210.SI,社会服务,20260702,,2026-07-02,
300572.SZ,801210.SI,社会服务,20211213,20260701,2021-12-13,2026-07-01
300651.SZ,801210.SI,社会服务,20211213,20230705,2021-12-13,2023-07-05
300662.SZ,801210.SI,社会服务,20170615,,2017-06-15,
300688.SZ,801210.SI,社会服务,20211213,,2021-12-13,
300795.SZ,801210.SI,社会服务,20200318,,2020-03-18,
300797.SZ,801210.SI,社会服务,20220801,,2022-08-01,
300859.SZ,801210.SI,社会服务,20200813,,2020-08-13,
300860.SZ,801210.SI,社会服务,20200831,,2020-08-31,
300887.SZ,801210.SI,社会服务,20211213,,2021-12-13,
300938.SZ,801210.SI,社会服务,20211213,,2021-12-13,
300962.SZ,801210.SI,社会服务,20211213,,2021-12-13,
301073.SZ,801210.SI,社会服务,20211014,,2021-10-14,
301115.SZ,801210.SI,社会服务,20220907,,2022-09-07,
301169.SZ,801210.SI,社会服务,20211110,,2021-11-10,
301228.SZ,801210.SI,社会服务,20220211,,2022-02-11,
301289.SZ,801210.SI,社会服务,20220629,,2022-06-29,
301449.SZ,801210.SI,社会服务,20251230,,2025-12-30,
301508.SZ,801210.SI,社会服务,20231208,,2023-12-08,
301632.SZ,801210.SI,社会服务,20250819,,2025-08-19,
600054.SH,801210.SI,社会服务,19970506,20040604,1997-05-06,2004-06-04
600054.SH,801210.SI,社会服务,20050701,,2005-07-01,
600136.SH,801210.SI,社会服务,20211213,20231220,2021-12-13,2023-12-20
600136.SH,801210.SI,社会服务,20231222,20250812,2023-12-22,2025-08-12
600137.SH,801210.SI,社会服务,19980416,20070702,1998-04-16,2007-07-02
600138.SH,801210.SI,社会服务,19971203,,1997-12-03,
600158.SH,801210.SI,社会服务,20211213,,2021-12-13,
600209.SH,801210.SI,社会服务,19990325,20070702,1999-03-25,2007-07-02
600209.SH,801210.SI,社会服务,20090602,20120928,2009-06-02,2012-09-28
600250.SH,801210.SI,社会服务,20260702,,2026-07-02,
600258.SH,801210.SI,社会服务,20000601,20040604,2000-06-01,2004-06-04
600258.SH,801210.SI,社会服务,20050701,,2005-07-01,
600358.SH,801210.SI,社会服务,20000922,20211210,2000-09-22,2021-12-10
600555.SH,801210.SI,社会服务,20070703,20120928,2007-07-03,2012-09-28
600555.SH,801210.SI,社会服务,20180716,20220615,2018-07-16,2022-06-15
600576.SH,801210.SI,社会服务,20070703,20091009,2007-07-03,2009-10-09
600576.SH,801210.SI,社会服务,20230706,,2023-07-06,
600593.SH,801210.SI,社会服务,20020711,,2002-07-11,
600636.SH,801210.SI,社会服务,20211213,20260529,2021-12-13,2026-05-29
600640.SH,801210.SI,社会服务,20121008,20170601,2012-10-08,2017-06-01
600661.SH,801210.SI,社会服务,20211213,,2021-12-13,
600662.SH,801210.SI,社会服务,20220801,,2022-08-01,
600706.SH,801210.SI,社会服务,20130701,,2013-07-01,
600721.SH,801210.SI,社会服务,20080603,20110930,2008-06-03,2011-09-30
600730.SH,801210.SI,社会服务,20211213,,2021-12-13,
600749.SH,801210.SI,社会服务,19961015,,1996-10-15,
600754.SH,801210.SI,社会服务,19961011,,1996-10-11,
600826.SH,801210.SI,社会服务,20211213,,2021-12-13,
600861.SH,801210.SI,社会服务,20240731,,2024-07-31,
600880.SH,801210.SI,社会服务,20211213,,2021-12-13,
600965.SH,801210.SI,社会服务,20190708,20211210,2019-07-08,2021-12-10
601007.SH,801210.SI,社会服务,20070416,,2007-04-16,
601888.SH,801210.SI,社会服务,20091023,20211210,2009-10-23,2021-12-10
603060.SH,801210.SI,社会服务,20211213,,2021-12-13,
603099.SH,801210.SI,社会服务,20140829,,2014-08-29,
603136.SH,801210.SI,社会服务,20171011,,2017-10-11,
603183.SH,801210.SI,社会服务,20211213,,2021-12-13,
603199.SH,801210.SI,社会服务,20150402,,2015-04-02,
603373.SH,801210.SI,社会服务,20231227,,2023-12-27,
603377.SH,801210.SI,社会服务,20211213,,2021-12-13,
603402.SH,801210.SI,社会服务,20260113,,2026-01-13,
603869.SH,801210.SI,社会服务,20150402,20190705,2015-04-02,2019-07-05
605098.SH,801210.SI,社会服务,20211213,,2021-12-13,
605108.SH,801210.SI,社会服务,20200723,,2020-07-23,
688334.SH,801210.SI,社会服务,20230925,,2023-09-25,
688757.SH,801210.SI,社会服务,20250401,,2025-04-01,
000001.SZ,801780.SI,银行,20140221,,2014-02-21,
001227.SZ,801780.SI,银行,20220124,,2022-01-24,
002142.SZ,801780.SI,银行,20140221,,2014-02-21,
002807.SZ,801780.SI,银行,20160909,,2016-09-09,
002839.SZ,801780.SI,银行,20170207,,2017-02-07,
002936.SZ,801780.SI,银行,20180927,,2018-09-27,
002948.SZ,801780.SI,银行,20190123,,2019-01-23,
002958.SZ,801780.SI,银行,20190402,,2019-04-02,
002966.SZ,801780.SI,银行,20190809,,2019-08-09,
600000.SH,801780.SI,银行,20140221,,2014-02-21,
600015.SH,801780.SI,银行,20140221,,2014-02-21,
600016.SH,801780.SI,银行,20140221,,2014-02-21,
600036.SH,801780.SI,银行,20140221,,2014-02-21,
600908.SH,801780.SI,银行,20160930,,2016-09-30,
600919.SH,801780.SI,银行,20160809,,2016-08-09,
600926.SH,801780.SI,银行,20161103,,2016-11-03,
600928.SH,801780.SI,银行,20190308,,2019-03-08,
601009.SH,801780.SI,银行,20140221,,2014-02-21,
601077.SH,801780.SI,银行,20191105,,2019-11-05,
601128.SH,801780.SI,银行,20161014,,2016-10-14,
601166.SH,801780.SI,银行,20140221,,2014-02-21,
601169.SH,801780.SI,银行,20140221,,2014-02-21,
601187.SH,801780.SI,银行,20201103,,2020-11-03,
601229.SH,801780.SI,银行,20161123,,2016-11-23,
601288.SH,801780.SI,银行,20140221,,2014-02-21,
601328.SH,801780.SI,银行,20140221,,2014-02-21,
601398.SH,801780.SI,银行,20140221,,2014-02-21,
601528.SH,801780.SI,银行,20210702,,2021-07-02,
601577.SH,801780.SI,银行,20181010,,2018-10-10,
601658.SH,801780.SI,银行,20191217,,2019-12-17,
601665.SH,801780.SI,银行,20210625,,2021-06-25,
601818.SH,801780.SI,银行,20140221,,2014-02-21,
601825.SH,801780.SI,银行,20210826,,2021-08-26,
601838.SH,801780.SI,银行,20180207,,2018-02-07,
601860.SH,801780.SI,银行,20190110,,2019-01-10,
601916.SH,801780.SI,银行,20191203,,2019-12-03,
601939.SH,801780.SI,银行,20140221,,2014-02-21,
601963.SH,801780.SI,银行,20210219,,2021-02-19,
601988.SH,801780.SI,银行,20140221,,2014-02-21,
601997.SH,801780.SI,银行,20160823,,2016-08-23,
601998.SH,801780.SI,银行,20140221,,2014-02-21,
603323.SH,801780.SI,银行,20161206,,2016-12-06,
000046.SZ,801790.SI,非银金融,20201202,20211210,2020-12-02,2021-12-10
000166.SZ,801790.SI,非银金融,20150126,,2015-01-26,
000415.SZ,801790.SI,非银金融,20140221,,2014-02-21,
000416.SZ,801790.SI,非银金融,20160701,20240604,2016-07-01,2024-06-04
000532.SZ,801790.SI,非银金融,20211213,,2021-12-13,
000562.SZ,801790.SI,非银金融,20140221,20150123,2014-02-21,2015-01-23
000563.SZ,801790.SI,非银金融,20140221,,2014-02-21,
000567.SZ,801790.SI,非银金融,20180716,,2018-07-16,
000616.SZ,801790.SI,非银金融,20220801,20230822,2022-08-01,2023-08-22
000617.SZ,801790.SI,非银金融,20180716,,2018-07-16,
000623.SZ,801790.SI,非银金融,20140221,20140701,2014-02-21,2014-07-01
000627.SZ,801790.SI,非银金融,20170703,20250929,2017-07-03,2025-09-29
000666.SZ,801790.SI,非银金融,20140221,20231025,2014-02-21,2023-10-25
000686.SZ,801790.SI,非银金融,20140221,,2014-02-21,
000712.SZ,801790.SI,非银金融,20141219,20141222,2014-12-19,2014-12-22
000712.SZ,801790.SI,非银金融,20151028,,2015-10-28,
000728.SZ,801790.SI,非银金融,20140221,20170418,2014-02-21,2017-04-18
000728.SZ,801790.SI,非银金融,20170420,,2017-04-20,
000750.SZ,801790.SI,非银金融,20140221,,2014-02-21,
000776.SZ,801790.SI,非银金融,20140221,,2014-02-21,
000783.SZ,801790.SI,非银金融,20140221,,2014-02-21,
000890.SZ,801790.SI,非银金融,20190708,20211210,2019-07-08,2021-12-10
000935.SZ,801790.SI,非银金融,20230706,,2023-07-06,
000958.SZ,801790.SI,非银金融,20201201,20211210,2020-12-01,2021-12-10
000958.SZ,801790.SI,非银金融,20220801,20260701,2022-08-01,2026-07-01
000987.SZ,801790.SI,非银金融,20170703,,2017-07-03,
000996.SZ,801790.SI,非银金融,20140221,20150630,2014-02-21,2015-06-30
001236.SZ,801790.SI,非银金融,20220812,,2022-08-12,
002316.SZ,801790.SI,非银金融,20211213,20260701,2021-12-13,2026-07-01
002423.SZ,801790.SI,非银金融,20190708,,2019-07-08,
002500.SZ,801790.SI,非银金融,20140221,,2014-02-21,
002647.SZ,801790.SI,非银金融,20180716,20250312,2018-07-16,2025-03-12
002647.SZ,801790.SI,非银金融,20250314,,2025-03-14,
002670.SZ,801790.SI,非银金融,20170703,,2017-07-03,
002673.SZ,801790.SI,非银金融,20140221,,2014-02-21,
002736.SZ,801790.SI,非银金融,20150107,,2015-01-07,
002797.SZ,801790.SI,非银金融,20160518,,2016-05-18,
002926.SZ,801790.SI,非银金融,20180212,,2018-02-12,
002939.SZ,801790.SI,非银金融,20181102,,2018-11-02,
002945.SZ,801790.SI,非银金融,20190124,,2019-01-24,
002961.SZ,801790.SI,非银金融,20190912,,2019-09-12,
300023.SZ,801790.SI,非银金融,20160701,20220607,2016-07-01,2022-06-07
300059.SZ,801790.SI,非银金融,20200724,,2020-07-24,
300176.SZ,801790.SI,非银金融,20180716,20211210,2018-07-16,2021-12-10
300309.SZ,801790.SI,非银金融,20180716,20230508,2018-07-16,2023-05-08
300773.SZ,801790.SI,非银金融,20211213,,2021-12-13,
600030.SH,801790.SI,非银金融,20140221,,2014-02-21,
600053.SH,801790.SI,非银金融,20180716,,2018-07-16,
600061.SH,801790.SI,非银金融,20160701,,2016-07-01,
600093.SH,801790.SI,非银金融,20170703,20220525,2017-07-03,2022-05-25
