con_code,industry_code,industry_name,in_date,out_date,in_dt,out_dt
002539.SZ,801030.SI,基础化工,20110215,,2011-02-15,
002545.SZ,801030.SI,基础化工,20190708,20211210,2019-07-08,2021-12-10
002545.SZ,801030.SI,基础化工,20220801,,2022-08-01,
002549.SZ,801030.SI,基础化工,20111010,,2011-10-10,
002556.SZ,801030.SI,基础化工,20111010,20211210,2011-10-10,2021-12-10
002562.SZ,801030.SI,基础化工,20110318,,2011-03-18,
002581.SZ,801030.SI,基础化工,20110527,20160630,2011-05-27,2016-06-30
002584.SZ,801030.SI,基础化工,20110610,20211210,2011-06-10,2021-12-10
002585.SZ,801030.SI,基础化工,20211213,,2021-12-13,
002588.SZ,801030.SI,基础化工,20110617,,2011-06-17,
002591.SZ,801030.SI,基础化工,20110628,20180713,2011-06-28,2018-07-13
002591.SZ,801030.SI,基础化工,20220801,,2022-08-01,
002597.SZ,801030.SI,基础化工,20110714,20201116,2011-07-14,2020-11-16
002597.SZ,801030.SI,基础化工,20211213,,2021-12-13,
002601.SZ,801030.SI,基础化工,20110722,,2011-07-22,
002632.SZ,801030.SI,基础化工,20111129,,2011-11-29,
002637.SZ,801030.SI,基础化工,20111202,,2011-12-02,
002643.SZ,801030.SI,基础化工,20111227,20211210,2011-12-27,2021-12-10
002648.SZ,801030.SI,基础化工,20120106,,2012-01-06,
002666.SZ,801030.SI,基础化工,20120406,,2012-04-06,
002669.SZ,801030.SI,基础化工,20120423,,2012-04-23,
002683.SZ,801030.SI,基础化工,20120619,,2012-06-19,
002709.SZ,801030.SI,基础化工,20140207,20211210,2014-02-07,2021-12-10
002734.SZ,801030.SI,基础化工,20150203,,2015-02-03,
002741.SZ,801030.SI,基础化工,20150302,20211210,2015-03-02,2021-12-10
002748.SZ,801030.SI,基础化工,20150326,,2015-03-26,
002749.SZ,801030.SI,基础化工,20150327,,2015-03-27,
002753.SZ,801030.SI,基础化工,20150526,,2015-05-26,
002758.SZ,801030.SI,基础化工,20251203,,2025-12-03,
002768.SZ,801030.SI,基础化工,20150707,,2015-07-07,
002778.SZ,801030.SI,基础化工,20160113,20211210,2016-01-13,2021-12-10
002783.SZ,801030.SI,基础化工,20151216,,2015-12-16,
002802.SZ,801030.SI,基础化工,20160706,,2016-07-06,
002805.SZ,801030.SI,基础化工,20160714,20220729,2016-07-14,2022-07-29
002809.SZ,801030.SI,基础化工,20160830,,2016-08-30,
002810.SZ,801030.SI,基础化工,20160902,,2016-09-02,
002812.SZ,801030.SI,基础化工,20190403,20211210,2019-04-03,2021-12-10
002825.SZ,801030.SI,基础化工,20170703,,2017-07-03,
002827.SZ,801030.SI,基础化工,20161216,,2016-12-16,
002838.SZ,801030.SI,基础化工,20170113,,2017-01-13,
002886.SZ,801030.SI,基础化工,20170704,,2017-07-04,
002895.SZ,801030.SI,基础化工,20170901,,2017-09-01,
002909.SZ,801030.SI,基础化工,20171102,,2017-11-02,
002915.SZ,801030.SI,基础化工,20171212,,2017-12-12,
002917.SZ,801030.SI,基础化工,20171215,,2017-12-15,
002919.SZ,801030.SI,基础化工,20171225,20211210,2017-12-25,2021-12-10
002942.SZ,801030.SI,基础化工,20181212,,2018-12-12,
002971.SZ,801030.SI,基础化工,20200120,,2020-01-20,
002984.SZ,801030.SI,基础化工,20200918,20211210,2020-09-18,2021-12-10
002986.SZ,801030.SI,基础化工,20200609,20211210,2020-06-09,2021-12-10
002998.SZ,801030.SI,基础化工,20201012,,2020-10-12,
002999.SZ,801030.SI,基础化工,20200910,,2020-09-10,
003002.SZ,801030.SI,基础化工,20200929,,2020-09-29,
003017.SZ,801030.SI,基础化工,20201102,,2020-11-02,
003022.SZ,801030.SI,基础化工,20201215,20211210,2020-12-15,2021-12-10
003042.SZ,801030.SI,基础化工,20210413,,2021-04-13,
300019.SZ,801030.SI,基础化工,20100602,,2010-06-02,
300031.SZ,801030.SI,基础化工,20100105,20170630,2010-01-05,2017-06-30
300035.SZ,801030.SI,基础化工,20190708,20211210,2019-07-08,2021-12-10
300037.SZ,801030.SI,基础化工,20100118,20211210,2010-01-18,2021-12-10
300041.SZ,801030.SI,基础化工,20100118,,2010-01-18,
300054.SZ,801030.SI,基础化工,20100226,20211210,2010-02-26,2021-12-10
300063.SZ,801030.SI,基础化工,20100406,20160630,2010-04-06,2016-06-30
300067.SZ,801030.SI,基础化工,20100429,,2010-04-29,
300072.SZ,801030.SI,基础化工,20100506,20170630,2010-05-06,2017-06-30
300072.SZ,801030.SI,基础化工,20190708,20211210,2019-07-08,2021-12-10
300072.SZ,801030.SI,基础化工,20230823,,2023-08-23,
300073.SZ,801030.SI,基础化工,20100506,20211210,2010-05-06,2021-12-10
300082.SZ,801030.SI,基础化工,20100528,,2010-05-28,
300107.SZ,801030.SI,基础化工,20100830,,2010-08-30,
300108.SZ,801030.SI,基础化工,20100902,20170630,2010-09-02,2017-06-30
300109.SZ,801030.SI,基础化工,20100902,,2010-09-02,
300116.SZ,801030.SI,基础化工,20100910,20130628,2010-09-10,2013-06-28
300121.SZ,801030.SI,基础化工,20100930,,2010-09-30,
300132.SZ,801030.SI,基础化工,20101103,20211210,2010-11-03,2021-12-10
300135.SZ,801030.SI,基础化工,20101103,20211210,2010-11-03,2021-12-10
300163.SZ,801030.SI,基础化工,20110121,,2011-01-21,
300169.SZ,801030.SI,基础化工,20110215,,2011-02-15,
300174.SZ,801030.SI,基础化工,20110216,,2011-02-16,
300180.SZ,801030.SI,基础化工,20110302,,2011-03-02,
300192.SZ,801030.SI,基础化工,20110330,20190705,2011-03-30,2019-07-05
300196.SZ,801030.SI,基础化工,20110408,20211210,2011-04-08,2021-12-10
300200.SZ,801030.SI,基础化工,20110415,,2011-04-15,
300214.SZ,801030.SI,基础化工,20110518,,2011-05-18,
300218.SZ,801030.SI,基础化工,20110524,,2011-05-24,
300221.SZ,801030.SI,基础化工,20110601,,2011-06-01,
300225.SZ,801030.SI,基础化工,20110608,,2011-06-08,
300230.SZ,801030.SI,基础化工,20110622,,2011-06-22,
300236.SZ,801030.SI,基础化工,20110706,20211210,2011-07-06,2021-12-10
300243.SZ,801030.SI,基础化工,20110719,,2011-07-19,
300261.SZ,801030.SI,基础化工,20170703,,2017-07-03,
300285.SZ,801030.SI,基础化工,20120120,20220729,2012-01-20,2022-07-29
300305.SZ,801030.SI,基础化工,20120411,,2012-04-11,
300320.SZ,801030.SI,基础化工,20120608,,2012-06-08,
300321.SZ,801030.SI,基础化工,20120530,,2012-05-30,
300325.SZ,801030.SI,基础化工,20120608,20220606,2012-06-08,2022-06-06
300343.SZ,801030.SI,基础化工,20120808,20160630,2012-08-08,2016-06-30
300343.SZ,801030.SI,基础化工,20230706,,2023-07-06,
300384.SZ,801030.SI,基础化工,20180716,20190705,2018-07-16,2019-07-05
300387.SZ,801030.SI,基础化工,20140710,,2014-07-10,
300398.SZ,801030.SI,基础化工,20141016,20211210,2014-10-16,2021-12-10
300405.SZ,801030.SI,基础化工,20141106,,2014-11-06,
300409.SZ,801030.SI,基础化工,20141210,20211210,2014-12-10,2021-12-10
300429.SZ,801030.SI,基础化工,20150331,20211210,2015-03-31,2021-12-10
300437.SZ,801030.SI,基础化工,20150430,20211210,2015-04-30,2021-12-10
300446.SZ,801030.SI,基础化工,20170703,20211210,2017-07-03,2021-12-10
300459.SZ,801030.SI,基础化工,20150522,20180713,2015-05-22,2018-07-13
300478.SZ,801030.SI,基础化工,20150617,,2015-06-17,
300481.SZ,801030.SI,基础化工,20150707,20211210,2015-07-07,2021-12-10
300487.SZ,801030.SI,基础化工,20150709,,2015-07-09,
300505.SZ,801030.SI,基础化工,20160325,,2016-03-25,
300522.SZ,801030.SI,基础化工,20160712,,2016-07-12,
300530.SZ,801030.SI,基础化工,20160816,20260701,2016-08-16,2026-07-01
300535.SZ,801030.SI,基础化工,20160819,,2016-08-19,
300537.SZ,801030.SI,基础化工,20160906,20211210,2016-09-06,2021-12-10
300538.SZ,801030.SI,基础化工,20180716,,2018-07-16,
300539.SZ,801030.SI,基础化工,20160906,,2016-09-06,
300568.SZ,801030.SI,基础化工,20161208,20211210,2016-12-08,2021-12-10
300575.SZ,801030.SI,基础化工,20161227,,2016-12-27,
300576.SZ,801030.SI,基础化工,20161227,20211210,2016-12-27,2021-12-10
300586.SZ,801030.SI,基础化工,20170111,,2017-01-11,
300587.SZ,801030.SI,基础化工,20170112,,2017-01-12,
300596.SZ,801030.SI,基础化工,20170126,,2017-01-26,
300610.SZ,801030.SI,基础化工,20170220,,2017-02-20,
300637.SZ,801030.SI,基础化工,20170419,20211210,2017-04-19,2021-12-10
300637.SZ,801030.SI,基础化工,20220801,,2022-08-01,
300641.SZ,801030.SI,基础化工,20170425,,2017-04-25,
300644.SZ,801030.SI,基础化工,20180213,,2018-02-13,
300655.SZ,801030.SI,基础化工,20170601,20211210,2017-06-01,2021-12-10
300665.SZ,801030.SI,基础化工,20170620,,2017-06-20,
300684.SZ,801030.SI,基础化工,20180104,20200730,2018-01-04,2020-07-30
300690.SZ,801030.SI,基础化工,20170815,20211210,2017-08-15,2021-12-10
300699.SZ,801030.SI,基础化工,20170908,20211210,2017-09-08,2021-12-10
300716.SZ,801030.SI,基础化工,20171116,20250812,2017-11-16,2025-08-12
300717.SZ,801030.SI,基础化工,20171113,,2017-11-13,
300721.SZ,801030.SI,基础化工,20171122,,2017-11-22,
300727.SZ,801030.SI,基础化工,20171204,,2017-12-04,
300731.SZ,801030.SI,基础化工,20190708,,2019-07-08,
300740.SZ,801030.SI,基础化工,20180222,20211210,2018-02-22,2021-12-10
300741.SZ,801030.SI,基础化工,20211213,,2021-12-13,
300743.SZ,801030.SI,基础化工,20180508,20211210,2018-05-08,2021-12-10
300758.SZ,801030.SI,基础化工,20190301,,2019-03-01,
300767.SZ,801030.SI,基础化工,20190408,,2019-04-08,
300769.SZ,801030.SI,基础化工,20190422,20211210,2019-04-22,2021-12-10
300777.SZ,801030.SI,基础化工,20190523,20211210,2019-05-23,2021-12-10
300796.SZ,801030.SI,基础化工,20191218,,2019-12-18,
300798.SZ,801030.SI,基础化工,20191129,,2019-11-29,
300801.SZ,801030.SI,基础化工,20191205,,2019-12-05,
300804.SZ,801030.SI,基础化工,20230704,,2023-07-04,
300806.SZ,801030.SI,基础化工,20191202,,2019-12-02,
300821.SZ,801030.SI,基础化工,20200319,,2020-03-19,
300829.SZ,801030.SI,基础化工,20211213,,2021-12-13,
300834.SZ,801030.SI,基础化工,20220120,,2022-01-20,
300839.SZ,801030.SI,基础化工,20200707,20211210,2020-07-07,2021-12-10
300847.SZ,801030.SI,基础化工,20200716,20240730,2020-07-16,2024-07-30
300848.SZ,801030.SI,基础化工,20200727,,2020-07-27,
300856.SZ,801030.SI,基础化工,20200729,20211210,2020-07-29,2021-12-10
300858.SZ,801030.SI,基础化工,20211213,,2021-12-13,
300876.SZ,801030.SI,基础化工,20200831,,2020-08-31,
300886.SZ,801030.SI,基础化工,20200923,20211210,2020-09-23,2021-12-10
300886.SZ,801030.SI,基础化工,20260702,,2026-07-02,
300890.SZ,801030.SI,基础化工,20200924,20211210,2020-09-24,2021-12-10
300891.SZ,801030.SI,基础化工,20200924,,2020-09-24,
300905.SZ,801030.SI,基础化工,20201112,,2020-11-12,
300910.SZ,801030.SI,基础化工,20201204,,2020-12-04,
300919.SZ,801030.SI,基础化工,20201230,20211210,2020-12-30,2021-12-10
300920.SZ,801030.SI,基础化工,20210104,,2021-01-04,
300927.SZ,801030.SI,基础化工,20210114,,2021-01-14,
300957.SZ,801030.SI,基础化工,20210401,20211210,2021-04-01,2021-12-10
300980.SZ,801030.SI,基础化工,20210428,,2021-04-28,
300995.SZ,801030.SI,基础化工,20210602,,2021-06-02,
301003.SZ,801030.SI,基础化工,20210623,,2021-06-23,
301010.SZ,801030.SI,基础化工,20210625,20211210,2021-06-25,2021-12-10
301019.SZ,801030.SI,基础化工,20210705,,2021-07-05,
301035.SZ,801030.SI,基础化工,20210804,,2021-08-04,
301036.SZ,801030.SI,基础化工,20210805,,2021-08-05,
301037.SZ,801030.SI,基础化工,20210806,,2021-08-06,
301057.SZ,801030.SI,基础化工,20210916,,2021-09-16,
301059.SZ,801030.SI,基础化工,20210922,,2021-09-22,
301065.SZ,801030.SI,基础化工,20210923,20220729,2021-09-23,2022-07-29
301069.SZ,801030.SI,基础化工,20211011,,2021-10-11,
301071.SZ,801030.SI,基础化工,20211213,,2021-12-13,
301076.SZ,801030.SI,基础化工,20211018,,2021-10-18,
301077.SZ,801030.SI,基础化工,20211014,,2021-10-14,
301081.SZ,801030.SI,基础化工,20211027,20211210,2021-10-27,2021-12-10
301090.SZ,801030.SI,基础化工,20211102,,2021-11-02,
301092.SZ,801030.SI,基础化工,20211109,,2021-11-09,
301100.SZ,801030.SI,基础化工,20211224,,2021-12-24,
301118.SZ,801030.SI,基础化工,20211125,,2021-11-25,
301131.SZ,801030.SI,基础化工,20220321,,2022-03-21,
301149.SZ,801030.SI,基础化工,20211117,,2021-11-17,
301156.SZ,801030.SI,基础化工,20220624,,2022-06-24,
301190.SZ,801030.SI,基础化工,20211231,,2021-12-31,
301196.SZ,801030.SI,基础化工,20220118,,2022-01-18,
301206.SZ,801030.SI,基础化工,20220217,,2022-02-17,
301209.SZ,801030.SI,基础化工,20220901,,2022-09-01,
301212.SZ,801030.SI,基础化工,20220426,,2022-04-26,
301216.SZ,801030.SI,基础化工,20220407,,2022-04-07,
301220.SZ,801030.SI,基础化工,20220629,,2022-06-29,
301237.SZ,801030.SI,基础化工,20220330,,2022-03-30,
301256.SZ,801030.SI,基础化工,20220329,,2022-03-29,
301283.SZ,801030.SI,基础化工,20220909,,2022-09-09,
301286.SZ,801030.SI,基础化工,20220621,,2022-06-21,
301300.SZ,801030.SI,基础化工,20220826,,2022-08-26,
301373.SZ,801030.SI,基础化工,20230215,,2023-02-15,
301395.SZ,801030.SI,基础化工,20230710,,2023-07-10,
301459.SZ,801030.SI,基础化工,20231220,,2023-12-20,
301518.SZ,801030.SI,基础化工,20230810,,2023-08-10,
301538.SZ,801030.SI,基础化工,20240327,,2024-03-27,
301555.SZ,801030.SI,基础化工,20231107,,2023-11-07,
301565.SZ,801030.SI,基础化工,20240627,,2024-06-27,
301585.SZ,801030.SI,基础化工,20241227,,2024-12-27,
301591.SZ,801030.SI,基础化工,20240306,,2024-03-06,
301617.SZ,801030.SI,基础化工,20241218,,2024-12-18,
301618.SZ,801030.SI,基础化工,20241014,,2024-10-14,
301665.SZ,801030.SI,基础化工,20250418,,2025-04-18,
301683.SZ,801030.SI,基础化工,20260409,,2026-04-09,
301687.SZ,801030.SI,基础化工,20260109,,2026-01-09,
600002.SH,801030.SI,基础化工,19980408,20040521,1998-04-08,2004-05-21
600028.SH,801030.SI,基础化工,20010808,20211210,2001-08-08,2021-12-10
600061.SH,801030.SI,基础化工,19970519,20160630,1997-05-19,2016-06-30
600063.SH,801030.SI,基础化工,19970528,,1997-05-28,
600065.SH,801030.SI,基础化工,19970523,20060309,1997-05-23,2006-03-09
600074.SH,801030.SI,基础化工,19970623,20150313,1997-06-23,2015-03-13
600074.SH,801030.SI,基础化工,20150318,20150331,2015-03-18,2015-03-31
600075.SH,801030.SI,基础化工,19970617,,1997-06-17,
600078.SH,801030.SI,基础化工,19970627,,1997-06-27,
600091.SH,801030.SI,基础化工,19970704,20220524,1997-07-04,2022-05-24
600094.SH,801030.SI,基础化工,19970703,20080519,1997-07-03,2008-05-19
600094.SH,801030.SI,基础化工,20111011,20120629,2011-10-11,2012-06-29
600094.SH,801030.SI,基础化工,20151028,20160630,2015-10-28,2016-06-30
600096.SH,801030.SI,基础化工,19970709,,1997-07-09,
600135.SH,801030.SI,基础化工,20211213,,2021-12-13,
600141.SH,801030.SI,基础化工,19990616,,1999-06-16,
600143.SH,801030.SI,基础化工,20040623,20120228,2004-06-23,2012-02-28
600143.SH,801030.SI,基础化工,20120301,,2012-03-01,
600146.SH,801030.SI,基础化工,19990707,20110930,1999-07-07,2011-09-30
600146.SH,801030.SI,基础化工,20160701,20170630,2016-07-01,2017-06-30
600155.SH,801030.SI,基础化工,19980918,20170630,1998-09-18,2017-06-30
600157.SH,801030.SI,基础化工,19980513,20070702,1998-05-13,2007-07-02
600157.SH,801030.SI,基础化工,20090602,20120629,2009-06-02,2012-06-29
600160.SH,801030.SI,基础化工,19980626,20060124,1998-06-26,2006-01-24
600160.SH,801030.SI,基础化工,20060207,,2006-02-07,
600165.SH,801030.SI,基础化工,20190708,20251210,2019-07-08,2025-12-10
600165.SH,801030.SI,基础化工,20251212,,2025-12-12,
600176.SH,801030.SI,基础化工,19990422,20211210,1999-04-22,2021-12-10
600179.SH,801030.SI,基础化工,19981104,20050331,1998-11-04,2005-03-31
600181.SH,801030.SI,基础化工,19980928,20060517,1998-09-28,2006-05-17
600182.SH,801030.SI,基础化工,19990507,20211210,1999-05-07,2021-12-10
600227.SH,801030.SI,基础化工,20000221,20170630,2000-02-21,2017-06-30
600227.SH,801030.SI,基础化工,20220801,,2022-08-01,
600228.SH,801030.SI,基础化工,19990119,20210823,1999-01-19,2021-08-23
600229.SH,801030.SI,基础化工,20000309,20160630,2000-03-09,2016-06-30
600230.SH,801030.SI,基础化工,20000406,20140520,2000-04-06,2014-05-20
600230.SH,801030.SI,基础化工,20140522,,2014-05-22,
600249.SH,801030.SI,基础化工,20040130,20211210,2004-01-30,2021-12-10
600251.SH,801030.SI,基础化工,20080603,20150630,2008-06-03,2015-06-30
600251.SH,801030.SI,基础化工,20151103,20160630,2015-11-03,2016-06-30
600256.SH,801030.SI,基础化工,20070703,20211210,2007-07-03,2021-12-10
600259.SH,801030.SI,基础化工,20000525,20070525,2000-05-25,2007-05-25
600259.SH,801030.SI,基础化工,20090121,20100601,2009-01-21,2010-06-01
600260.SH,801030.SI,基础化工,20000706,20140701,2000-07-06,2014-07-01
600273.SH,801030.SI,基础化工,20150701,,2015-07-01,
600277.SH,801030.SI,基础化工,20170703,20240717,2017-07-03,2024-07-17
600281.SH,801030.SI,基础化工,20001109,20180713,2000-11-09,2018-07-13
600299.SH,801030.SI,基础化工,20000420,,2000-04-20,
600301.SH,801030.SI,基础化工,20000712,20190705,2000-07-12,2019-07-05
600309.SH,801030.SI,基础化工,20010105,,2001-01-05,
600315.SH,801030.SI,基础化工,20010315,20211210,2001-03-15,2021-12-10
600319.SH,801030.SI,基础化工,20010326,,2001-03-26,
600328.SH,801030.SI,基础化工,20001222,,2000-12-22,
600331.SH,801030.SI,基础化工,20011220,20050630,2001-12-20,2005-06-30
600331.SH,801030.SI,基础化工,20220801,,2022-08-01,
600339.SH,801030.SI,基础化工,20001225,20170630,2000-12-25,2017-06-30
600346.SH,801030.SI,基础化工,20170703,20211210,2017-07-03,2021-12-10
600352.SH,801030.SI,基础化工,20030801,,2003-08-01,
600367.SH,801030.SI,基础化工,20010320,,2001-03-20,
600370.SH,801030.SI,基础化工,20220801,,2022-08-01,
600378.SH,801030.SI,基础化工,20010111,,2001-01-11,
600387.SH,801030.SI,基础化工,20040218,20211210,2004-02-18,2021-12-10
600389.SH,801030.SI,基础化工,20010110,,2001-01-10,
600392.SH,801030.SI,基础化工,20061010,20070702,2006-10-10,2007-07-02
600408.SH,801030.SI,基础化工,20030212,20050331,2003-02-12,2005-03-31
600409.SH,801030.SI,基础化工,20030618,,2003-06-18,
600423.SH,801030.SI,基础化工,20030717,20181217,2003-07-17,2018-12-17
600423.SH,801030.SI,基础化工,20200421,,2020-04-21,
600426.SH,801030.SI,基础化工,20020620,,2002-06-20,
600444.SH,801030.SI,基础化工,20040219,20170630,2004-02-19,2017-06-30
600458.SH,801030.SI,基础化工,20080603,20211210,2008-06-03,2021-12-10
600469.SH,801030.SI,基础化工,20031021,20211210,2003-10-21,2021-12-10
600470.SH,801030.SI,基础化工,20040305,,2004-03-05,
600481.SH,801030.SI,基础化工,20080603,20110930,2008-06-03,2011-09-30
600486.SH,801030.SI,基础化工,20020425,,2002-04-25,
600490.SH,801030.SI,基础化工,20030626,20070702,2003-06-26,2007-07-02
600500.SH,801030.SI,基础化工,20140221,,2014-02-21,
600525.SH,801030.SI,基础化工,20080603,20090601,2008-06-03,2009-06-01
600527.SH,801030.SI,基础化工,20031127,20211210,2003-11-27,2021-12-10
600532.SH,801030.SI,基础化工,20021031,20110930,2002-10-31,2011-09-30
600538.SH,801030.SI,基础化工,20120702,20170630,2012-07-02,2017-06-30
600579.SH,801030.SI,基础化工,20020809,20140701,2002-08-09,2014-07-01
600589.SH,801030.SI,基础化工,20010612,20231228,2001-06-12,2023-12-28
600589.SH,801030.SI,基础化工,20240102,20240724,2024-01-02,2024-07-24
600596.SH,801030.SI,基础化工,20010906,,2001-09-06,
600610.SH,801030.SI,基础化工,20211213,,2021-12-13,
600614.SH,801030.SI,基础化工,19920828,20061009,1992-08-28,2006-10-09
600615.SH,801030.SI,基础化工,20020508,20070702,2002-05-08,2007-07-02
600617.SH,801030.SI,基础化工,19921013,20050520,1992-10-13,2005-05-20
600617.SH,801030.SI,基础化工,20051121,20110930,2005-11-21,2011-09-30
600618.SH,801030.SI,基础化工,19921113,,1992-11-13,
600623.SH,801030.SI,基础化工,19921204,,1992-12-04,
600633.SH,801030.SI,基础化工,20061010,20100525,2006-10-10,2010-05-25
600636.SH,801030.SI,基础化工,19930316,20190705,1993-03-16,2019-07-05
600656.SH,801030.SI,基础化工,20080804,20110930,2008-08-04,2011-09-30
600667.SH,801030.SI,基础化工,19930728,20120629,1993-07-28,2012-06-29
600688.SH,801030.SI,基础化工,19931108,20130819,1993-11-08,2013-08-19
600688.SH,801030.SI,基础化工,20130821,20211210,2013-08-21,2021-12-10
600691.SH,801030.SI,基础化工,20130701,,2013-07-01,
600699.SH,801030.SI,基础化工,19931206,20120928,1993-12-06,2012-09-28
600714.SH,801030.SI,基础化工,20070703,20090601,2007-07-03,2009-06-01
600714.SH,801030.SI,基础化工,20170703,,2017-07-03,
600722.SH,801030.SI,基础化工,19960626,,1996-06-26,
600725.SH,801030.SI,基础化工,19960702,20170630,1996-07-02,2017-06-30
600727.SH,801030.SI,基础化工,19960702,20100525,1996-07-02,2010-05-25
600727.SH,801030.SI,基础化工,20110819,,2011-08-19,
600731.SH,801030.SI,基础化工,19960802,,1996-08-02,
600740.SH,801030.SI,基础化工,19960808,20050331,1996-08-08,2005-03-31
